FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,RateDOUBLE,SingleExemp,ChildExemp
Srilata,Toman,208,104-1092,JULIAETTA,ID,83535,M,N,49000,7.8,0,0
Fayez,Mendelsohn,702,127-1406,LAS VEGAS,NV,89120,M,N,75000,0,0,0
Toyoaki,Nanadikar,801,139-1384,ALTON,UT,84710,M,Y,85500,7,0,2475
Channah,Rein,585,148-1297,SPRING BROOK,NY,14140,S,N,29500,4.1245427,0,0
Etsuko,Ierardi,516,178-1579,SWAIN,NY,14884,M,Y,71500,4.3678355,0,1000
Claudette,Lackinger,203,178-1900,CHAPLIN,CT,6235,S,N,62000,5,12750,0
Anupan,Schaft,913,126-1737,HAYSVILLE,KS,67060,S,Y,8500,3.5,2250,2250
Imran,Partsch,939,196-1089,QUEBRADILLAS,PR,678,M,N,53000,0,0,0
Handong,Peng,907,102-1742,WASILLA,AK,99623,S,N,80000,0,0,0
Seong,Goswami,301,186-1965,BALTIMORE,MD,21275,S,Y,6000,4.75,2400,2400
Nobo,Bridgland,802,141-1472,ROCHESTER,VT,5767,M,Y,50000,3.9998987,0,3300
Stylianos,Leick,518,126-1439,RED HOOK,NY,12571,S,N,16500,4.0492377,0,0
Pasqua,Hickman,405,161-1200,ALINE,OK,73716,S,N,93500,6.25,1000,0
Theodore,Villard,803,149-1329,YORK,SC,29745,S,Y,86500,7,3300,3300
Zhisheng,Kavaky,518,128-1387,SYOSSET,NY,11791,M,N,5000,4,0,0
Deryle,Kadous,434,199-1505,GREEN BAY,VA,23942,S,N,72500,5.75,900,0
Josephine,Dubernard,231,102-1329,MEMPHIS,MI,48041,M,Y,59000,3.9,0,3100
Xipeng,Felici,860,168-1881,NORWALK,CT,6850,S,N,93500,5,12750,0
Jared,Wohed,503,171-1249,WHEELER,OR,97147,M,Y,88500,9,0,159
Izumi,Stage,336,182-1032,RALEIGH,NC,27602,S,Y,42500,6.624126,3300,3300
Navdeep,Heckmann,907,191-1989,WASILLA,AK,99629,S,Y,78500,0,0,0
Augustine,Day,404,169-1671,UPATOI,GA,31829,M,N,25000,6,0,0
Viswanath,Abdat,970,107-1654,KERSEY,CO,80644,S,Y,99500,4.63,0,0
Kilian,Cao,505,197-1902,SILVER CITY,NM,88062,S,N,89000,5.3,3300,0
Kuniaki,Poutre,870,125-1767,DEER,AR,72628,M,Y,2500,1,0,20
Adrijana,Spitz,570,181-1429,YOUNGSTOWN,PA,15696,M,N,39000,3.07,0,0
Jianwen,Tahi,508,156-1766,WEST STOCKBRIDGE,MA,1266,M,N,100000,5.3,0,0
Meike,Styblinski,208,162-1410,IONA,ID,83427,S,N,47000,7.8,3300,0
Younggeun,Hartroth,605,191-1622,DELL RAPIDS,SD,57022,M,N,48000,0,0,0
Chunho,Janousek,810,104-1122,BARTON CITY,MI,48705,M,N,34500,3.9,0,0
Elsa,Oppenheim,606,148-1282,CLAY CITY,KY,40312,S,Y,80500,6,20,20
Thierry,Baptiste,907,163-1293,SELAWIK,AK,99770,M,Y,94000,0,0,0
Liam,Aylett,605,120-1487,MILLER-typoMADISON LAKE,SD-typoMI,57362,S,N,29500,0,0,0
Alvaro,Trommer,808,188-2050,LAHAINA,HI,96761,M,N,15000,3.743421,0,0
Rodney,Swist,302,121-1230,CHESWOLD,DE,19936,M,Y,93000,5.95,0,110
Ebbe,Manabe,939,195-1354,LOIZA,PR,772,M,Y,80500,0,0,0
Lionello,Kavasseri,406,132-1221,CAMERON,MT,59720,M,N,96500,6.9,0,0
Oded,Lamond,860,140-2073,MARION,CT,6444,M,N,3500,3,0,0
Moie,Hauschild,502,119-1757,BOWLING GREEN,KY,42101,M,N,87500,6,0,0
Akis,Anick,985,127-2097,EFFIE,LA,71331,M,N,62500,6,0,0
Spyros,Aisbett,402,114-1842,RUSHVILLE,NE,69360,S,N,19500,5.5968466,103,0
Chihei,Lafferriere,605,184-1179,SIOUX FALLS,SD,57118,S,N,100000,0,0,0
Geraldo,Stiles,928,189-1848,MESA,AZ,85209,M,N,55500,3.57525,0,0
Srilekha,McKinley,207,110-1172,STANDISH,ME,4084,M,N,3000,2,0,0
Eugeniusz,Muchinsky,787,172-1285,UTUADO,PR,641,S,N,91500,0,0,0
Raminder,Pons,215,137-1060,ERIE,PA,16544,S,N,61500,3.07,0,0
Hjalmtyr,Pocchiola,843,150-1990,CHARLESTON,SC,29425,M,N,58500,7,0,0
Andishe,Salvail,406,157-2073,GEYSER,MT,59447,M,N,5500,2.6275864,0,0
Kamal,Lust,802,123-1815,TROY,VT,5868,S,N,98500,4.9648285,3300,0
Mabry,Broos,479,135-1802,LITTLE ROCK,AR,72221,S,N,8000,2.0997968,20,0
Xuhua,Tietavainen,302,135-1478,WILMINGTON,DE,19884,S,Y,62500,5.95,110,110
Mountaz,Holldobler,636,136-1792,GRAFF,MO,65660,M,Y,69000,6,0,1200
Lilian,Ishizuka,319,100-1453,LANSING,IA,52151,M,N,18000,2.9428968,0,0
Karoline,Ringeissen,504,121-1272,GIBSON-typoHARTMAN,IA,70356,S,Y,40000,6,4500,1000
Maryalice,Coste,330,125-1051,CINCINNATI,OH,45214,M,N,84000,3.334395,0,0
Heather,Wuthrich,513,116-1327,WALHONDING,OH,43843,M,N,91500,3.5833564,0,0
Ravinder,Slimani,304,147-2003,LA VETA,GA,24829,M,N,56500,6.255,0,0
Hauke,Niggemeyer,606,173-2072,MILFORD,KY,41061,S,N,57000,5,20,0
Yongguang,Giachin,574,106-1116,VALLONIA,IN,47281,M,N,26500,3.4,0,0
Hung,Doggaz,860,113-1485,BALLOUVILLE,CT,6233,M,Y,34000,5,0,0
Namio,Ullmer,763,159-1975,OSSEO,MN,55311,M,Y,11000,5.35,0,3300
Tooru,Aso,769,166-1603,COLUMBUS,MS,39705,M,N,25000,5,0,0
Tulin,MacRobert,602,177-1465,TUCSON,AZ,85735,S,Y,15500,2.9552498,2100,2300
Darcy,Abelha,317,173-1220,WESTPOINT,IN,47992,M,N,75500,3.4,0,0
Kees,Ogawana,941,173-1986,NEWBERRY,FL,32669,M,N,2500,0,0,0
Tein,Sabbagh,505,187-1537,BRIMHALL,NM,87310,M,Y,8000,2.557143,0,3300
Winnie,Haddley,408,170-1412,LAWNDALE,CA,90260,M,Y,12000,2.341154,0,272
Soong,Zuzuki,813,159-1592,LA VETA,FL-typoCT,33027,S,N,49000,0,0,0
Umberto,Pinches,339,109-1586,BROOKFIELD,MA,1506,M,N,44500,5.3,0,0
Ashutosh,Schlegelmilch,719,119-1011,DENVER,CO,80220,M,N,27500,4.63,0,0
Gennaro,Aboulhamid,414,112-1631,MARENGO,WI,54855,M,N,6500,4.6,0,0
Naotake,Habermann,203,126-1049,GRANBY,CT,6035,S,N,14000,5,12750,0
Cirano,Sipma,231,122-1609,MUSKEGON,MI,49444,S,N,32500,3.9,3100,0
Boban,Faris,206,151-1306,SEATTLE,WA,98129,S,N,99000,0,0,0
Mabhin,Haberman,202,123-1466,WASHINGTON,DC,20033,M,N,11500,4.8375,0,0
Springer,Vittorini,256,164-1669,REFORM,AL,35481,M,N,52500,5,0,0
Pirjo,Aberg,520,139-1887,FLAGSTAFF,AZ,86003,M,Y,92000,4.141,0,2300
Maroin,Shinozaki,307,124-1387,BANNER,WY,82832,S,Y,98500,0,0,0
Nechama,Worfolk,304,156-1885,WILSONBURG,WV,26461,M,N,65500,6.5,0,0
Chengfei,Schkolnick,202,166-1990,WASHINGTON,DC,20548,S,N,61500,9,1370,0
Pranav,Coste,484,145-1148,WILMERDING,PA,15148,S,Y,49500,3.07,0,0
Rabindra,Simkin,207,138-1594,HOPE,ME,4847,S,Y,45500,8.5,2850,2850
Lara,Shankland,907,185-1131,JBER,AK,99506,S,N,25500,0,0,0
Darek,Sudmann,781,181-1266,WILBRAHAM,MA,1095,M,N,57000,5.3,0,0
Nagavamsi,Shanawa,860,129-1546,DEEP RIVER,CT,6417,S,Y,9000,3,12750,0
Elliot,Pigeot,612,177-1108,FLOODWOOD,MN,55736,S,Y,51500,7.003682,3300,3300
Fabien,Patrick,939,149-1510,ARECIBO,PR,613,M,Y,26500,0,0,0
Rudolph,Kageura,787,163-1273,COMERIO,PR,782,S,Y,94500,0,0,0
Leonor,Rousset,302,168-1107,NEWARK,DE,19711,M,Y,8000,2.4045455,0,110
HweeBong,Broda,812,140-1443,SILVER LAKE,IN,46982,S,Y,85500,3.4,1000,1000
Farida,Strauss,252,109-1605,CHARLOTTE,NC,28209,S,Y,86000,7.5367136,3300,3300
Bodonirina,Rein,435,152-1111,PANGUITCH,UT,84759,M,Y,35500,7,0,2475
Byung,Weerasinghe,732,158-1046,TRENTON,NJ,8629,M,Y,40000,1.7154167,0,1500
Rafols,Tulett,219,148-1278,EVANSVILLE,IN,47744,M,Y,99000,3.4,0,1000
Hiroyoshi,Board,806,141-1137,MARION,TX,78124,M,N,96000,0,0,0
Aiman,Naccache,505,112-1990,ALBUQUERQUE,NM,87119,S,Y,63500,5.3,3300,3300
Amilcar,Schiff,316,153-1878,ESBON,KS,66941,M,Y,62500,6.45,0,2250
Saumya,Rety,503,179-1119,JAMIESON,OR,97909,S,N,60000,9,159,0
Liguo,Moorman,215,166-1799,HOME,PA,15747,M,N,87500,3.07,0,0
Graziano,Ruckebusch,985,173-1611,OAK GROVE,LA,71263,M,Y,83000,6,0,1000
Prabir,Zucker,262,179-1852,STURTEVANT,WI,53177,M,N,50000,5.3151608,0,0
Reidar,Ferenczi,580,165-1000,NOBLE,OK,73068,S,Y,90000,6.25,1000,1000
Jingzhong,Cannell,720,111-1360,DENVER,CO,80206,M,N,37500,4.63,0,0
Eiiti,Negoita,870,179-1119,HATFIELD,AR,71945,S,Y,51000,7,20,20
Marjorie,Jakobus,520,112-1993,MESA,AZ,85207,M,Y,11000,2.8855,0,2300
Casey,Pietsch,207,161-1645,VASSALBORO,ME,4989,M,N,40000,8.5,0,0
Merle,Streett,641,173-1794,TEEDS GROVE,IA,52771,M,N,59000,8.98,0,0
Rodrigo,Boufaida,605,154-1046,VERMILLION,SD,57069,M,N,3500,0,0,0
Borislav,Jesse,212,163-1708,HARTMAN,NY-typoNV,14276,M,Y,58000,4.289634,0,1000
Yuk,Olariu,405,103-1390,GOODWELL,OK,73939,S,N,11500,6.25,1000,0
Domiczi,Weissmarm,518,102-1061,BRONX,NY,10460,S,N,62500,4.315701,0,0
Joseph,Dubinsky,304,122-1025,VERDUNVILLE,WV,25649,M,Y,18000,3.56,0,2000
Wenke,Kitsuregawa,603,158-1185,WEST SWANZEY,NH,3469,M,N,9500,0,0,0
Shlomo,Skinner,774,144-1850,PEPPERELL,MA,1463,S,Y,71500,5.3,3575,1000
Nestor,Grobel,808,127-1236,KAPAA,HI,96746,S,N,42500,8.25,1040,0
Dongping,Dagtas,775,194-1369,LAS VEGAS,NV,89160,M,Y,42500,0,0,0
Luigia,Kragelund,775,166-1307,LAS VEGAS,NV,89159,M,Y,66000,0,0,0
Motoyuki,Lanphier,860,120-1594,MADISON LAKE,MI,6417,S,Y,51500,5,12750,0
Wade,Shumilov,307,182-1655,THERMOPOLIS,WY,82443,M,N,39000,0,0,0
Jawahar,Jorissen,413,177-1809,TOWNSEND,MA,1469,M,N,49500,5.3,0,0
Supriyo,Blankenship,231,169-1797,LANSING,MI,48910,S,N,60000,3.9,3100,0
Udi,Spinrad,541,168-1098,NORTH BEND,OR,97459,M,Y,10500,9,0,159
Maryann,MacLachlan,541,164-1247,MIKKALO,OR,97861,M,N,88000,9,0,0
Damanjit,Dechter,870,187-1378,BRYANT,AR,72022,S,N,60000,7,20,0
Case,Sarocky,939,173-1287,SAN JUAN,PR,912,S,Y,33000,0,0,0
Jianming,Hovekamp,808,181-1235,HONOLULU,HI,96806,S,Y,85000,8.25,1040,1040
Isidore,Drake,412,124-2072,CONWAY,PA,15027,M,N,55000,3.07,0,0
Stefanos,Lebah,530,190-1209,COACHELLA,CA,92236,S,Y,10500,1.9870386,87,272
Hirotomo,Zwarico,770,129-1418,KENNESAW,GA,30152,S,Y,28000,6,2700,3000
Phan,Janson,202,179-1585,WASHINGTON,DC,20260,M,N,19000,6.5249996,0,0
Nanchang,Wasano,425,131-1524,SEATTLE,WA,98189,M,Y,64500,0,0,0
Thurman,Birrer,415,138-1571,LOS ANGELES,CA,90051,M,N,48000,9.3,0,0
Stafford,Knecht,253,129-1480,PULLMAN,WA,99165,S,Y,40500,0,0,0
Bartek,Keir,808,112-1148,HONOLULU,HI,96828,S,Y,10500,2.9322367,1040,1040
Subhas,Vayngrib,816,174-1357,SAINT ELIZABETH,MO,65075,S,Y,23000,6,2100,1200
Naohiko,Feinberg,334,116-1844,HUNTSVILLE,AL,35815,M,Y,97000,5,0,300
Quan,Preusig,808,196-1915,KEALIA,HI,96751,M,N,4500,1.8506579,0,0
Chengfeng,Tarn,860,190-2036,WATERBURY,CT,6722,S,N,7500,3,12750,0
Ophir,Cooke,507,161-1331,SAVAGE,MN,55378,M,Y,96000,7.85,0,3300
Neill,Messeguer,607,135-1980,PENN YAN,NY,14527,M,N,69500,4.35625,0,0
Immo,Schlimbach,574,175-1630,MECCA,IN,47860,S,Y,79500,3.4,1000,1000
Seungjong,Guerriero,816,146-1222,ESSEX,MO,63846,M,N,52500,6,0,0
Deborah,Sueyoshi,636,136-1390,SAINT LOUIS,MO,63169,S,N,81000,6,2100,0
Benedikte,Eyre,406,150-1558,KALISPELL,MT,59904,M,Y,16000,6.9,0,1900
Tetsuhiko,Rothwell,202,179-1115,WASHINGTON,DC,20502,M,Y,27500,8.4375,0,1370
Siva,Boujemaa,520,118-1947,MESA,AZ,85275,M,Y,43500,3.3892498,0,2300
Kaisa,Laqua,516,198-1011,NEW YORK,NY,10212,S,N,50500,4.246189,0,0
Ra'ed,Osmon,904,150-1715,KATHLEEN,FL,33849,S,Y,62500,0,0,0
Rade,Rollinson,501,118-1905,MONTROSE,AR,71658,M,Y,85500,7,0,20
Winfield,Vicolov,402,106-1139,DAVENPORT,NE,68335,M,N,61000,6.84,0,0
Kristian,Ivanets,417,193-1880,CHADWICK,MO,65629,M,N,95500,6,0,0
Terrye,Mirankar,308,143-1416,SAINT HELENA,NE,68774,M,Y,51000,6.84,0,103
Arding,Mallett,334,186-1019,STAPLETON,AL,36578,S,N,21000,5,1500,0
Dina,Hotzel,660,157-1417,KANSAS CITY,MO,64116,M,Y,60500,6,0,1200
Buenaventura,Pittarelli,267,145-1331,EDINBURG,PA,16116,M,N,50500,3.07,0,0
Aarne,Ennals,302,128-1869,NEWARK,DE,19725,S,N,52500,5.4386363,110,0
Joceli,Grigoryev,618,100-1999,KEENES,IL,62851,M,Y,95500,3,0,2000
Qun,Ghezal,801,101-1166,ELBERTA,UT,84626,M,Y,73000,7,0,2475
Yishay,Benantar,414,196-1960,ROBERTS,WI,54023,S,N,97500,6.14048,700,0
Lou,Tomov,603,107-1354,RYE BEACH-typoHARTMAN,GA,3871,S,N,16000,0,0,0
Zhonghui,Benedek,701,165-2028,KINDRED,ND,58051,M,N,16000,2.1,0,0
Quan,Whinston,401,130-2025,WARWICK,RI,2887,S,Y,21500,0,0,0
Pabitra,Murdock,918,180-1055,BOWLEGS,OK,74830,M,Y,35000,6.25,0,1000
Alen,Barnholdt,631,186-1136,NEW HAMPTON,NY,10958,S,Y,43000,4.202744,0,1000
Jide,Shiomi,402,180-2025,OMAHA,NE,68132,S,Y,57500,6.84,103,103
Lester,Grob,413,131-1941,RAYNHAM CENTER,MA,2768,S,Y,13000,5.3,3575,1000
Ollivier,Dandapani,207,134-1865,SOUTH PORTLAND,ME,4106,S,Y,82000,8.5,2850,2850
Lea,Pavlopoulou,754,110-1887,ALMONT,CT,32667,S,N,92000,0,0,0
Ziming,Groz,605,112-1238,WARNER,SD,57479,M,N,9500,0,0,0
Simon,Soriano,808,172-1019,HONOLULU,HI,96850,M,N,60000,8.25,0,0
Hosahalli,Basler,308,196-1625,SILVER CREEK,NE,68663,M,N,88500,6.84,0,0
Tamal,Romoli,845,153-1922,PORT JEFFERSON,NY,11777,S,Y,22500,4.083994,0,1000
Taishin,Langtangen,517,113-1128,CALEDONIA,MI,49316,M,Y,41500,3.9,0,3100
Dayne,Tabuchi,507,105-1134,COLD SPRING,MN,56320,M,N,28500,5.7763605,0,0
Tina,Collett,787,109-1627,GUAYAMA,PR,785,S,N,11500,0,0,0
Gurjeet,Missinai,206,185-1917,SUNNYSIDE,WA,98944,S,Y,36000,0,0,0
Niki,Noakes,765,198-1506,FAIRBANKS,IN,47849,M,N,49000,3.4,0,0
Takushi,Sieferas,417,125-1999,JEFFERSON CITY,MO,65104,M,N,43500,6,0,0
Yohtaro,Lusk,916,119-1037,BEVERLY HILLS,CA,90213,M,Y,55500,9.3,0,272
Shigang,Wittlich,701,114-2026,KILLDEER,ND,58640,S,Y,47500,2.306342,3300,3300
Sumiyasu,Kogan,617,128-1352,EAST PRINCETON,MA,1517,M,Y,27000,5.3,0,1000
Lifeng,Slaats,301,160-1902,LANHAM,MD,20706,M,Y,13000,4.75,0,2400
Eduardus,Brochard,939,169-1161,CAGUAS,PR,727,M,N,4500,0,0,0
Ruce,Pink,401,100-2081,MANVILLE,RI,2838,S,Y,73500,0,0,0
Koushi,Kompanek,787,122-1563,ARECIBO,PR,612,M,N,55000,0,0,0
Vitaliano,Shelburne,417,165-1380,DRURY,MO,65638,S,Y,99500,6,2100,1200
Seungmi,Prill,808,133-1042,OOKALA,HI,96774,S,Y,2000,1.4,1040,1040
Morikazu,Villa,907,111-1118,CROOKED CREEK,AK,99575,M,Y,86000,0,0,0
Qinghua,Prini,337,149-1279,EROS,LA,71238,M,N,16000,3.12,0,0
Teiji,Pietrzykowski,623,174-1631,PHOENIX,AZ,85006,S,Y,93500,4.16425,2100,2300
Astrid,Michaylov,307,157-1908,NEWCASTLE,WY,82701,S,Y,70500,0,0,0
Radu,Ritzmann,404,152-2051,ATHENS,GA,30608,S,Y,92000,6,2700,3000
Shahrokh,Dempsey,630,165-1288,QUINCY,IL,62306,M,N,5000,3,0,0
Conn,Chretien,580,169-1091,TULSA,OK,74102,M,Y,18500,6.25,0,1000
Chienhua,Laski,301,198-1540,NEW MIDWAY,MD,21775,M,N,7000,4.75,0,0
Linda,Greer,443,128-1582,BRINKLOW,MD,20862,S,N,15000,4.75,2400,0
Dorbin,Wenban,501,144-1098,GRANNIS,AR,71944,M,N,59500,7,0,0
Kresten,Herath,850,128-1075,LARGO,FL,33774,S,N,89000,0,0,0
Grazyna,Goubault,484,102-1235,WYSOX,PA,18854,S,N,8000,3.07,0,0
Pinio,Vesna,775,133-1029,LOVELOCK,NV,89419,M,N,71500,0,0,0
Antonije,Michaels,401,190-1503,NORTH SMITHFIELD,RI,2896,M,Y,2500,0,0,0
Leonor,Keohane,989,179-2025,SOUTH BOARDMAN,MI,49680,S,N,46000,3.9,3100,0
Tankoano,Gambosi,304,182-1615,PEACH CREEK,WV,25639,S,N,32500,4.575,2000,0
Asha,Boydens,917,120-1322,LA VETA,MI,10911,S,N,85500,4.448933,0,0
Mazen,Feigenbaum,402,141-1939,BUSHNELL,NE,69128,S,N,26500,6.84,103,0
Amin,Parrow,936,169-1379,MINGUS,TX,76463,S,N,11500,0,0,0
Krishnaiah,Nivat,603,147-1517,SUNAPEE,NH,3782,M,N,28000,0,0,0
Naftali,Dimitoglou,267,182-1798,MADISON LAKE,PA-typoIA,19506,S,N,1000,3.07,0,0
Candido,Gierz,301,192-1711,AVENUE,MD,20609,M,Y,64000,4.75,0,2400
Hilary,Hollenbeck,910,111-2057,HIGHFALLS,NC,27259,M,Y,49500,6.770979,0,3300
Jonathan,Lebowitz,541,111-1288,MARYLHURST,OR,97036,M,Y,83000,9,0,159
Ifay,Schaaf,308,130-1288,GILTNER,NE,68841,M,N,18000,5.3304567,0,0
Willa,Dutra,505,119-1925,CAUSEY,NM,88113,S,N,500,1.7,3300,0
Volker,Rosendahl,765,183-1403,SAINT JOHN,IN,46373,S,Y,13500,3.4,1000,1000
Mojmir,Bitz,937,168-1022,DAYTON,OH,45406,S,N,42000,1.9402103,1300,0
Changfeng,Tiberghien,939,132-1436,RINCON,PR,677,S,N,23000,0,0,0
Najmi,Umkehrer,309,115-1314,MARTINTON,IL,60951,M,Y,11000,3,0,2000
Georghios,Dittert,406,121-1233,EKALAKA,MT,59324,M,N,38500,6.9,0,0
Pierangela,Goldweic,308,102-1613,WALTON,NE,68461,S,N,99500,6.84,103,0
Niranjan,Fudos,804,134-1060,PILOT,VA,24138,S,Y,21000,5.75,900,900
Haodong,Krischer,443,172-1638,MADISON LAKE,MD-typoWV,20763,M,N,61500,4.75,0,0
Maria,Pitsoulis,229,169-1189,NORMAN PARK,GA,31771,M,N,78000,6,0,0
Theresa,Abdennadher,787,192-1970,LA PLATA,PR,786,M,N,100000,0,0,0
Stellan,Hettich,402,104-1747,GLENVIL,NE,68941,M,N,29500,6.84,0,0
Daeshik,Reese,941,133-1728,QUINCY,FL,32351,M,Y,68500,0,0,0
Willett,Kading,520,126-1602,PHOENIX,AZ,85039,M,N,32000,3.211,0,0
Eike,McCarl,620,158-1767,COFFEYVILLE,KS,67337,M,Y,35000,6.45,0,2250
Dierk,Tsigas,860,197-1505,WINDSOR LOCKS,CT,6096,M,N,61000,5,0,0
Shouji,Castro,219,152-1643,FORT WAYNE,IN,46897,S,N,14000,3.4,1000,0
Channah,Constantineau,503,130-1659,PORTLAND,OR,97228,S,N,93000,9,159,0
Jayant,Stampfel,603,146-1813,ALMONT,NH-typoWV,3765,M,Y,14500,0,0,0
Reuven,Sussmann,276,181-2066,COVESVILLE,VA,22931,S,Y,82500,5.75,900,900
Immo,Sorgatz,623,154-1653,TUCSON,AZ,85714,S,N,61000,3.6604998,2100,0
Harley,Douceur,270,146-1093,ARTEMUS,KY,40903,M,Y,63500,5.361111,0,20
Mamoun,Busillo,719,110-1827,CORTEZ,CO,81321,S,N,3500,4.63,0,0
Luther,Fahringer,251,193-1788,LA VETA,AL-typoIA,36480,M,Y,50000,5,0,300
Berry,Quimby,323,114-1261,SAN BERNARDINO,CA,92403,S,Y,40500,9.069353,87,272
Oren,Lipner,802,127-1970,COLCHESTER,VT,5446,S,Y,5500,3.6,3300,3300
Akihisa,Hershko,651,105-1655,ROCKFORD,MN,55577,S,N,33000,6.0164886,3300,0
Kemt,Stickel,720,142-1950,FREDERICK-typoNORTH FORT MYERS,CO-typoNV,80530,S,N,72500,4.63,0,0
Inaki,Leiss,304,176-1503,NORTH FORT MYERS,IA,26680,M,N,37000,4.8900003,0,0
Ziv,Valiente,406,131-1394,FLOWEREE,MT,59440,M,N,64500,6.9,0,0
Georges,Hoogewijs,808,165-1128,HONOLULU,HI,96804,M,Y,59500,8.25,0,1040
Amparo,Maijers,304,175-2004,HUNTINGTON,WV,25708,S,Y,5000,3,2000,2000
Onkar,Andreassen,314,155-1480,SAINT LOUIS,MO,63190,M,N,50500,6,0,0
Wolfram,Spoerri,912,110-1852,QUITMAN,GA,31643,M,Y,33500,6,0,3000
Odysseas,Reinman,618,166-1065,BELLEVILLE,IL,62222,S,N,88500,3,2000,0
Merav,Gadepally,212,174-1780,ERIEVILLE,NY,13061,M,N,55500,4.275152,0,0
Stephane,Eid,580,135-2046,MORRIS,OK,74445,M,Y,64500,6.25,0,1000
Adas,Uppaluru,505,162-1902,ALAMOGORDO,NM,88311,S,N,75000,5.3,3300,0
Zhenbing,Latch,615,120-1879,CLARKSVILLE,TN,37044,M,Y,7000,0,0,0
Hari,Chesneaux,435,196-1293,PARK CITY,UT,84060,S,Y,19000,7,2475,2475
Chrysanthos,Bitter,605,199-1691,OLIVET,SD,57052,S,N,78000,0,0,0
Karthick,Whittlesey,603,151-1151,CLAREMONT,NH,3743,S,Y,98500,0,0,0
Ysmar,Wren,808,180-1209,HONOLULU,HI,96805,M,N,36500,7.619079,0,0
Akhilesh,Zurfluh,336,189-1627,CHAPEL HILL-typoALMONT,NC-typoWV,27514,M,N,37500,6.519231,0,0
Mien,Morris,225,145-1820,LAWTELL,LA,70550,M,N,33500,6,0,0
Lan,Alm,520,113-1147,BULLHEAD CITY,AZ,86439,M,N,76000,3.893,0,0
Ult,Roxin,401,170-1587,NORTH FORT MYERS,CT,2896,S,Y,98000,0,0,0
Noach,Wafin,228,170-1801,HOLLY SPRINGS,MS,38634,M,Y,23500,5,0,1500
Tohgoroh,Daykin,509,154-1239,CARBONADO,WA,98323,S,Y,14500,0,0,0
Wim,Hoogewijs,256,173-1588,WARRIOR,AL,35180,M,Y,79000,5,0,300
Rachida,Trevillyan,864,104-1673,ANDERSON,SC,29621,S,N,60500,7,3300,0
Theresa,Shikarpur,479,183-1252,HARTFORD,AR,72938,S,N,83000,7,20,0
Duangkaew,Linnemann,262,142-1550,DOWNSVILLE,WI,54735,M,Y,78500,5.8103523,0,400
Kaname,Tabet,785,148-1964,EDGERTON,KS,66021,S,Y,46000,6.45,2250,2250
Oldrich,Tani,308,156-1266,BLAIR,NE,68009,M,Y,6500,3.2881327,0,103
Dermont,Krohn,336,196-1361,SUNBURY,NC,27979,S,N,21000,6.173077,3300,0
Kristinn,Gluchowski,401,157-1043,LA VETA,WV,2818,S,Y,87500,0,0,0
Tore,Kurbel,208,142-2035,CLARK FORK,ID,83811,S,N,32000,7.8,3300,0
Peeter,Demmel,217,165-1373,WILLIAMSFIELD,IL,61489,M,Y,60000,3,0,2000
Mischa,Ravi,920,196-1697,KENOSHA-typoALMONT,WI-typoIA,53144,M,N,70500,5.6713514,0,0
Hidehisa,Aly,914,131-1547,TULLY,NY,13159,S,Y,38000,4.1737804,0,1000
Odette,Nerson,509,109-1863,CLAYTON,WA,99110,M,Y,41500,0,0,0
Taemin,Claus,551,110-2075,MANAHAWKIN,NJ,8050,M,N,95500,2.5906978,0,0
Guoqing,Sutton,608,163-1455,LINDEN,WI,53553,S,Y,37500,5.0979714,700,400
Manuvir,Marinescu,802,107-1917,GRAND ISLE,VT,5458,M,Y,40000,3.800944,0,3300
Amar,Stanion,203,192-1153,POMFRET,CT,6258,M,N,46500,5,0,0
Yitzhak,Krichel,207,108-1678,SOUTH PORTLAND,ME,4106,M,Y,16500,7.6697083,0,2850
Freeman,Falin,985,113-1689,MONROE-typoMADISON LAKE,LA-typoIA,71207,M,N,62500,6,0,0
Francesco,Isard,603,128-1692,SWANZEY,NH,3446,S,Y,70500,0,0,0
Theodor,Falgout,907,122-1822,ANCHORAGE,AK,99509,S,Y,96500,0,0,0
Haiseung,Dantas,939,123-1048,LAS PIEDRAS,PR,771,M,Y,7500,0,0,0
Tiago,Bahi,980,137-1483,AYDLETT,NC,27916,S,Y,58000,6.949301,3300,3300
Boon,Ratnaker,505,173-1358,ROSWELL,NM,88202,M,Y,32000,5.3,0,3300
Hermina,Scollo,402,120-1730,EWING,NE,68735,M,N,4000,2.8441494,0,0
Reino,Tatsumi,802,119-1543,NEWFANE-typoLA VETA,NV,5345,M,Y,46500,3.9302647,0,3300
Karen,Tapken,407,109-1167,BRADENTON,FL,34209,M,N,8500,0,0,0
Jangsu,Hoffler,704,152-1588,CHARLOTTE,NC,28290,S,N,76500,7.337413,3300,0
Takashige,Ledin,315,149-1504,PENFIELD,NY,14526,M,Y,12500,4.0260673,0,1000
Imre,Benn,701,141-1468,MANDAREE,ND,58757,S,N,91500,2.816401,3300,0
Yew,Eoyang,773,168-1199,PEKIN,IL,61555,S,Y,38500,3,2000,2000
Inderpal,Lupton,769,127-1370,BRANDON,MS,39043,M,Y,59000,5,0,1500
Debaprosad,Garnham,914,195-1170,ALFRED,NY,14802,S,N,75000,4.3881097,0,0
Luba,Ebrahimi,406,187-1243,GARRISON,MT,59731,M,Y,1000,1,0,1900
